"Country.Name","Year","Adolescent.fertility.rate..births.per.1.000.women.ages.15.19.","Foreign.direct.investment..net.inflows....of.GDP.","GDP..current.US..","GNI..current.US..","Gross.national.expenditure....of.GDP.","Mobile_Cellular","Mobile_Cellular_Per100","Internet_Usage","Access_Electricity","Access.to.electricity..urban....of.urban.population.","Adjusted.savings..net.national.savings....of.GNI.","Employers..total....of.total.employment...modeled.ILO.estimate.","Foreign.direct.investment..net..BoP..current.US..","Labor.force..female....of.total.labor.force.","Urban.population....of.total.population.","Urban.population.growth..annual...","Compulsory.education..duration..years.","Access.to.electricity..rural....of.rural.population.","Fixed.broadband.subscriptions","Fixed_Broadband","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Adjusted.net.national.income..current.US..","Communications_Imports","Cost.of.business.start.up.procedures....of.GNI.per.capita.","GNI..constant.2015.US..","Labor.force.participation.rate.for.ages.15.24..total......national.estimate.","Adjusted.net.national.income.per.capita..annual...growth.","Employment.to.population.ratio..ages.15.24..total......national.estimate.","Gini_Index","Poverty_Rate","Poverty_Gap","Labor.force.with.basic.education....of.total.working.age.population.with.basic.education.","Labor.force.with.advanced.education....of.total.working.age.population.with.advanced.education.","School.enrollment..tertiary....gross.","School.enrollment..primary.and.secondary..gross...gender.parity.index..GPI.","Educational.attainment..at.least.completed.lower.secondary..population.25...total......cumulative.","International.tourism..expenditures..current.US..","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Primary.completion.rate..total....of.relevant.age.group.","Adolescents.out.of.school....of.lower.secondary.school.age.","Internet_Female","Internet_Male","Internet_Gender_Gap","Mobile_Penetration_Ratio","Connectivity_Score","Log_Internet_Usage","Log_Mobile_Cellular","Log_Poverty_Gap","Log_Communications_Imports","Log_Fixed_Broadband","Poverty_Quartile","Internet_Level","Digital_Divide","Mobile_Internet_Interaction","Broadband_Mobile_Interaction","Poverty_Internet_Impact","Gini_Internet_Impact","Internet_Gender_Gap_Cat","Mobile_Penetration_Level","Connectivity_Level","Poverty_Connectivity_Group","Scaled_Internet_Usage","Scaled_Mobile_Cellular_Per100","Scaled_Fixed_Broadband","Scaled_Poverty_Gap","Scaled_Gini_Index","Scaled_Communications_Imports"
"Honduras",2012,84.45,5.84,18528554398,17246974067,119.38,7370000,83.82,18.12,83.6,98.5,11.47,11.63,-850958332.9,32.59,53.2,3.2,12,66.7,61300,0.7,65.64,10,16210971264,11.81,44.8,17897959014,48.11,-0.86,44.76,53.4,17,6.8,55.99,83.38,18.85,1.07,24.02,5.49e+08,93,10.58,84.82,33.39,NA,NA,NA,0.8382,34.2133333333333,2.95073490762326,15.8129283998507,2.05412373369555,2.55022611590864,0.53062825106217,4,"Low","Below Average",15.188184,58.674,16.88784,8.44392,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-1.79387999558076,-1.3349943234822,-1.51638979969403,5.74042454788394,2.42435484402783,-1.82201678349321
"Honduras",2013,81.68,5.78,18499729215,17196025367,120.42,7770000,86.68,17.8,87.2,99,7.79,12.78,-991605737,34.43,53.86,3.12,12,73.4,69000,0.78,69.04,12.68,16175096884,14.61,44.4,18429597738,53.18,-2.19,47.92,50,14.6,5.2,61.04,88.86,19.39,NA,25.66,5.06e+08,117,13.06,78.72,34.69,NA,NA,NA,0.8668,35.0866666666667,2.9338568698359,15.865780851044,1.82454929205105,2.74791173452734,0.576613364303994,4,"Low","Below Average",15.42904,67.6104,16.8744,8.9,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-1.8073278842534,-1.22060530654763,-1.51004760245111,4.24362485057989,1.96821072013795,-1.63253926883361
"Honduras",2014,79.56,8.63,19756533972,18168820190,117.85,7730000,84.63,23,88.7,98.8,10.16,11.45,-1314822449,35.65,54.51,3.06,12,76.5,158000,1.74,68.85,15.68,17068841885,17.69,43.7,18720128196,53.8,2.18,47.41,49.9,13.3,4.3,63.19,86.2,19.66,NA,29.38,4.37e+08,144,15.78,74.96,38.96,NA,NA,NA,0.8463,36.4566666666667,3.17805383034795,15.8606195499297,1.66770682055808,2.92798862146747,1.00795792039998,4,"Low","Below Average",19.4649,147.2562,22.011,11.523,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-1.58879969332295,-1.30259743407066,-1.43394123553603,3.40167502084636,1.95479471649413,-1.42411400270805
"Honduras",2015,77.99,6.28,20979791685,19549522845,116.93,8050000,86.59,27.14,90,98.9,15.54,9.67,-951580322.1,36.11,55.17,3,12,79,197000,2.14,72.7,14.32,18441270584,16.11,40.4,19549522845,54.59,7.92,48.57,49.2,13,4.3,61.49,85.72,20.27,NA,29.53,4.54e+08,185,19.9,NA,38.63,27.61,26.62,-0.989999999999998,0.8659,38.6233333333333,3.33719205168624,15.9011827736183,1.66770682055808,2.8396630879041,1.14422279992016,4,"Medium","Below Average",23.500526,185.3026,25.97298,13.78712,"Female_Higher","Under_Penetrated",1,"Low_Access_High_Poverty",-1.41481763362063,-1.22420496092669,-1.40223024932142,3.40167502084636,1.86088269098739,-1.53103345740883
"Honduras",2016,76.87,5.28,21717604952,20198525791,114.39,7830000,82.79,29.53,91.6,99.1,15.86,11,-900072751.5,36.05,55.81,2.94,12,82.1,220000,2.34,74.28,16.28,18939541147,18.01,39.5,20219779369,53.38,1.7,46.65,49.8,14.6,5.5,62.17,86.74,20.95,NA,31.27,4.82e+08,281,29.7,78.11,39.95,30.25,28.72,-1.53,0.8279,38.22,3.41870980674679,15.8734731956809,1.87180217690159,2.94496515650034,1.20597080698861,4,"Medium","Below Average",24.447887,193.7286,27.90585,14.82406,"Female_Higher","Under_Penetrated",1,"Low_Access_High_Poverty",-1.31437871509683,-1.37619036804256,-1.38637475621411,4.5242747938244,1.94137871285031,-1.4024594296041
"Honduras",2017,75.34,4.11,23136247991,21719792887,115.63,8230000,85.53,31.74,86.5,97.8,19.05,10.44,-1035017037,35.35,56.46,2.89,12,71.8,238000,2.49,72.22,22.96,20477188994,24.4,39.7,21443862357,54.97,4.8,49.04,49.4,13.9,5,63.54,83.6,24.46,NA,28.6,5.17e+08,750,77.91,79.13,40.07,32.97,30.37,-2.6,0.8553,39.92,3.48859757194299,15.9232966941599,1.79175946922805,3.23474917402449,1.24990173621434,4,"Medium","Below Average",27.147222,212.9697,30.153,16.06044,"Female_Higher","Under_Penetrated",1,"Low_Access_High_Poverty",-1.22150423395139,-1.26660089028006,-1.37448313638363,4.05652488841688,1.88771469827503,-0.970044672934523
"Honduras",2018,74.67,5.99,24067750760,22173255705,120.64,7590000,77.49,36.04,91.6,98.9,15.57,9.9,-895189526.4,37.53,57.1,2.84,12,81.9,355000,3.63,73.27,22.23,20913806158,23.08,39.1,21914573722,57.57,-2.41,51.43,48.9,14.2,5.1,65.46,86.31,26.21,NA,29.11,5.58e+08,717,73.22,NA,41.39,37.79,34.15,-3.64,0.7749,39.0533333333333,3.61199840977798,15.8423422811241,1.80828877117927,3.18138162044062,1.53255686809814,4,"Medium","Below Average",27.927396,281.2887,34.20196,18.41644,"Female_Higher","Under_Penetrated",1,"Low_Access_High_Poverty",-1.04079822991275,-1.58817001480943,-1.28410682567198,4.15007486949839,1.82063468005593,-1.05936978698833
"Honduras",2019,73.8,3.84,24882225742,22895236636,119.02,7560000,75.91,39.39,91.1,99,16.63,9.91,-495609882.9,36.28,57.73,2.78,12,80.3,390000,3.93,76.14,22.34,21898573172,23.21,28.1,22435685497,53.78,1.87,47.9,48.2,12.7,4.3,62.5,83.44,25.13,NA,32.51,6.55e+08,910,91.38,76.84,39.63,40.7,37.96,-2.74,0.7591,39.7433333333333,3.69858222957532,15.8383818804308,1.66770682055808,3.18676577094997,1.5953389880546,4,"Medium","Below Average",29.900949,298.3263,37.69623,20.40402,"Female_Higher","Under_Penetrated",1,"Low_Access_High_Poverty",-0.900015645371022,-1.65136394724182,-1.26032358601102,3.40167502084636,1.72672265454919,-1.05057261666485
"Hungary",2008,20.38,47.44,1.58e+11,1.48e+11,99.96,12200000,121.95,61,100,100,1.62,4.14,-1457150599,45.33,67.94,0.6,13,100,1770000,17.68,45.56,58.39,1.22e+11,58.8,8.4,1.12e+11,25.13,1.48,20.23,27.5,0,0,25.24,75.44,63.97,0.99,NA,3.857e+09,NA,NA,100.68,0.15,60.29,61.87,1.58,1.2195,66.8766666666667,4.12713438504509,16.3169465916707,0,4.09100566095659,2.9274534328007,1,"High","Above Average",74.3895,2156.076,61,44.225,"Low_Gap","Adequately_Penetrated",2,"Medium_Balance",0.00813708655339497,0.190059248446245,-0.170258434883637,-0.620974165658279,-1.05039009972155,1.35782193574051
"Hungary",2009,20.02,-2.13,1.31e+11,1.25e+11,96.55,11800000,117.82,62,100,100,2.02,4.22,-972285892.5,45.44,68.46,0.6,13,100,1980000,19.76,45.84,61.97,1.02e+11,62.33,8,1.08e+11,24.66,-5.94,18.14,27,0.1,0,25.1,75,61.98,0.99,97.65,3.251e+09,NA,NA,99.24,0.08,60.46,63.28,2.82,1.1782,66.5266666666667,4.14313472639153,16.2836101741817,0,4.14835915052834,3.03302805829769,1,"High","Above Average",73.0484,2328.1232,62,45.26,"Low_Gap","Adequately_Penetrated",2,"Medium_Balance",0.0501617386554041,0.0248751086071552,-0.00536130656764015,-0.620974165658279,-1.11747011794065,1.5966989452935
"Hungary",2010,18.6,-15.71,1.32e+11,1.26e+11,95.25,12000000,120.28,65,100,100,2.96,4.11,-3936697507,45.94,68.91,0.43,13,100,2160000,21.64,48.54,60.45,1.02e+11,60.71,8.2,1.09e+11,24.8,0.84,18.25,29.4,0.1,0,26.06,74.92,60.75,0.99,97.93,2.897e+09,1677,167.7,99.93,0.35,63.93,66.72,2.79,1.2028,68.9733333333333,4.18965474202643,16.3004172910856,0,4.12244599233298,3.11971825333498,1,"High","Above Average",78.182,2602.8592,65,45.89,"Low_Gap","Adequately_Penetrated",2,"Medium_Balance",0.176235694961432,0.123265661634797,0.143680328641049,-0.620974165658279,-0.795486030488974,1.48707266895474
"Hungary",2011,18.44,7.57,1.42e+11,1.35e+11,94.28,11700000,117.45,68.02,100,100,3.23,4.04,-1961626798,45.83,69.36,0.36,13,100,2310000,23.25,49.6,61.12,1.09e+11,61.35,7.6,1.09e+11,24.29,0.7,17.98,29.2,0.1,0,26.34,75.34,60,0.99,98.21,3.048e+09,2172,217.82,97.73,0.35,66.92,69.21,2.28999999999999,1.1745,69.5733333333333,4.23439631766986,16.2750994852381,0,4.13276367212605,3.18841661738349,1,"High","Above Average",79.88949,2730.7125,68.02,48.15816,"Low_Gap","Adequately_Penetrated",3,"High_Access_Low_Poverty",0.303150144309499,0.010076529493242,0.271317048154873,-0.620974165658279,-0.822318037776614,1.53038181516264
"Hungary",2012,20.21,8.4,1.29e+11,1.23e+11,93.89,11600000,116.7,70.58,100,100,2.96,3.89,-2877531842,46.01,69.68,-0.06,13,99.9,2400000,24.16,50.96,61.71,99336150097,62.1,8.9,1.08e+11,25.69,-1.27,18.45,30.8,0.3,0.2,27.05,75.08,60.68,0.99,98.29,2.457e+09,3900,393.13,97.88,1.16,69.24,71.4,2.16000000000001,1.167,70.48,4.27081570533788,16.2665157422835,0.182321556793955,4.14472076954717,3.22525543183224,2,"High","Above Average",82.36686,2819.472,70.43884,48.84136,"Low_Gap","Adequately_Penetrated",3,"High_Access_Low_Poverty",0.410733253690642,-0.0199205903322586,0.343459541793121,-0.433874203495272,-0.607661979475494,1.58113472087503
"Hungary",2013,22.22,-2.64,1.36e+11,1.32e+11,93.52,11600000,117.14,72.64,100,100,6.89,3.74,-278231951.3,45.69,69.95,0.12,11,100,2600000,26.26,50.22,63.89,1.07e+11,64.16,8.8,1.12e+11,27.39,4.89,20.11,31.5,0.2,0,27.71,74.69,57.21,1,98.39,2.526e+09,5099,515.41,97.81,1.61,71.46,73.93,2.47000000000001,1.1714,72.0133333333333,4.29918835636488,16.2665157422835,0,4.17684578373384,3.30542042626839,2,"High","Above Average",85.090496,3076.0964,72.64,49.7584,"Low_Gap","Adequately_Penetrated",3,"High_Access_Low_Poverty",0.497304037020781,-0.00232228003463164,0.509942219419848,-0.620974165658279,-0.513749953968754,1.72053603523174
"Hungary",2014,24.28,9.26,1.41e+11,1.35e+11,94.15,11700000,118.83,75.65,100,100,7.92,3.75,-3819551081,45.69,70.23,0.12,11,100,2580000,26.16,50.34,62.44,1.1e+11,62.75,8.5,1.15e+11,29.52,4.13,23.5,30.9,0.7,0.4,24.34,72.75,52.82,1,96.64,2.712e+09,6592,668.12,98.72,1.94,74.42,76.98,2.56,1.1883,73.5466666666667,4.33924960531782,16.2750994852381,0.336472236621213,4.15496918403854,3.3017453026905,3,"Very High","Above Average",89.894895,3108.5928,75.3474,52.27415,"Low_Gap","Adequately_Penetrated",3,"Medium_Balance",0.623798239847829,0.0652712299721629,0.502014472866195,-0.246774241332266,-0.594245975831674,1.62512057249244
"Hungary",2015,23.97,-4.21,1.25e+11,1.19e+11,92.27,9900000,100.57,72.83,100,100,9.22,3.65,-2890619219,45.62,70.5,0.15,13,100,2720000,27.63,50.54,62.18,98263129324,62.5,7.5,1.19e+11,31.02,4.64,25.66,30.4,0.6,0.3,26.29,72.85,50.07,1,96.77,2.456e+09,9120,926.54,98.65,2.52,71.2,74.59,3.39,1.0057,67.01,4.30176515307107,16.1080454161149,0.262364264467491,4.15103990589865,3.35445511911002,3,"High","Above Average",73.245131,2778.7491,72.61151,50.68968,"Medium_Gap","Adequately_Penetrated",2,"Low_Access_High_Poverty",0.505288720920163,-0.665058647379358,0.618552347204903,-0.340324222413769,-0.661325994050774,1.60820293725498
"Hungary",2016,25.51,54.18,1.29e+11,1.25e+11,91.59,9950000,101.39,79.26,100,100,9.44,3.6,-2983727247,45.46,70.78,0.1,13,100,2810000,28.69,50.9,60.22,1.04e+11,60.6,7.1,1.25e+11,32.29,5.63,28.12,30.3,1.3,0.8,27.49,73.61,49.48,0.99,97.18,2.738e+09,40492,4125.93,96.8,2.86,78.44,80.14,1.7,1.0139,69.78,4.38527136483877,16.1130832096373,0.587786664902119,4.12066187053947,3.39081028877567,3,"Very High","Above Average",80.361714,2908.8791,78.62592,55.24422,"Low_Gap","Adequately_Penetrated",3,"Medium_Balance",0.775507233936082,-0.632261796370143,0.702586460673633,0.127425682993747,-0.674741997694594,1.47962890945025
"Hungary",2017,23.91,-8.48,1.43e+11,1.37e+11,93.39,9950000,101.59,76.75,100,100,8.87,3.56,-2376170201,45.26,71.06,0.13,13,100,2960000,30.21,51.08,59.59,1.14e+11,59.95,5.4,1.28e+11,32.44,2.66,28.97,30.6,0.6,0.4,28.2,73.07,49.91,1,97.42,3.049e+09,133382,13627.14,100.09,3.11,75.98,77.58,1.59999999999999,1.0159,69.5166666666667,4.35349855105934,16.1130832096373,0.336472236621213,4.11005385592728,3.44073855628269,3,"Very High","Above Average",77.970325,3069.0339,76.443,53.2645,"Low_Gap","Adequately_Penetrated",3,"Medium_Balance",0.670025357160039,-0.624262564416677,0.823088208289168,-0.246774241332266,-0.634493986763134,1.43564305783285
"Hungary",2018,22.76,-40.09,1.61e+11,1.54e+11,95.75,10000000,102.72,76.07,100,100,11.42,3.5,-3531634246,45.13,71.35,0.28,13,100,3080000,31.51,50.52,58.01,1.29e+11,58.32,4.9,1.34e+11,32.26,5.25,28.98,29.6,0.2,0.1,28.52,73.23,50.9,0.99,97.7,3.239e+09,188120,19243.9,98.11,3.9,74.85,77.38,2.53,1.0272,70.1,4.3447140997899,16.1180957509583,0.0953101798043249,4.08294651726973,3.48154773431581,2,"Very High","Above Average",78.139104,3236.7072,75.99393,53.55328,"Low_Gap","Adequately_Penetrated",3,"High_Access_Low_Poverty",0.641448593730672,-0.579066903879589,0.926148913486666,-0.527424184576776,-0.768654023201334,1.32534007608458
"Hungary",2019,21.99,60.03,1.64e+11,1.6e+11,97.69,10300000,105.13,80.37,100,100,11.98,3.67,-215796664.1,44.83,71.64,0.36,13,100,3190000,32.65,48.7,59.18,1.33e+11,59.52,4.5,1.42e+11,32.19,6.63,28.52,30,0.3,0.1,28.64,73.09,52.36,0.99,97.9,3.352e+09,256400,26240.54,93.06,4.37,79.65,81.13,1.47999999999999,1.0513,72.7166666666667,4.39900665470857,16.1476545502872,0.0953101798043249,4.10297388892015,3.51601305609074,2,"Very High","Above Average",84.492981,3432.4945,80.28963,56.259,"Low_Gap","Adequately_Penetrated",3,"High_Access_Low_Poverty",0.822154597769312,-0.482676158840314,1.01652522419832,-0.527424184576776,-0.714990008626054,1.40654472522441
"Iceland",2008,14.08,6.66,18074622987,14738976144,102.09,336922,106.05,91,100,100,-18.97,4.53,-4982878838,45.64,93.4,1.98,10,100,106000,33.39,NA,NA,NA,NA,2.6,NA,78.15,NA,71.74,31.8,0.1,0,77.37,90.11,73.58,1.02,NA,NA,NA,NA,98.92,0.62,89.9,92.11,2.20999999999999,1.0605,76.8133333333333,4.52178857704904,12.7276096965806,0,NA,3.53776582444417,1,"Very High","Above Average",96.5055,3541.0095,91,62.062,"Low_Gap","Adequately_Penetrated",3,"High_Access_Low_Poverty",1.26887664961367,-0.445879691854367,1.07519054869536,-0.620974165658279,-0.473501943037294,NA
"Iceland",2009,14.03,0.48,13154414219,10996203445,91.96,339715,106.56,93,100,100,-19.58,4.06,2208552245,46.57,93.51,0.47,10,100,107000,33.61,31.9,40.5,NA,41.14,3,NA,73.11,NA,61.52,28.7,0.1,0.1,74.05,90.34,72.47,1.02,NA,NA,NA,NA,98.7,0.88,92.19,94.67,2.48,1.0656,77.7233333333333,4.54329478227,12.7358652534222,0.0953101798043249,3.74099740837604,3.54414265764725,1,"Very High","Above Average",99.1008,3581.4816,92.907,66.309,"Low_Gap","Adequately_Penetrated",3,"High_Access_Low_Poverty",1.35292595381769,-0.425481650373026,1.09263159111339,-0.527424184576776,-0.889398055995714,0.16276018256606
"Iceland",2010,12.88,1.87,13751161918,11655447395,90.15,341077,107.14,93.39,100,100,-17.54,4.06,-2748651913,47.05,93.57,-0.08,10,100,109000,34.33,32.98,37.48,NA,38.02,2.3,NA,73.67,NA,61.72,26.2,0.1,0.1,74,89.99,78.5,1.01,97.15,NA,742,2333.03,99.1,0.83,91.54,95.2,3.66,1.0714,78.2866666666667,4.54743513533685,12.7398664691118,0.0953101798043249,3.66407433519497,3.56473246137105,1,"Very High","Above Average",100.058046,3678.1162,93.29661,68.92182,"Medium_Gap","Adequately_Penetrated",3,"High_Access_Low_Poverty",1.36931556813747,-0.402283877707973,1.1497113662997,-0.527424184576776,-1.22479814709121,-0.048371905197489
"Iceland",2011,11.26,7.27,15221622926,13450225651,92.32,344085,107.76,94.82,100,100,-12.13,4.1,-1082906200,47.26,93.59,0.32,10,100,112000,34.96,30.53,34.38,10238665075,34.88,3.3,NA,73.08,NA,62.53,26.8,0.1,0.1,71.03,90.72,79.92,1,70.85,NA,1043,3269.45,99.21,0.93,93.85,95.78,1.93000000000001,1.0776,79.18,4.56247143145498,12.7486469051107,0.0953101798043249,3.5801800371906,3.58240720960342,1,"Very High","Above Average",102.178032,3767.2896,94.72518,69.40824,"Low_Gap","Adequately_Penetrated",4,"High_Access_Low_Poverty",1.42941082064334,-0.377486258652225,1.19965616958772,-0.527424184576776,-1.14430212522829,-0.260857403780036
"Iceland",2012,10.79,6.94,14751508134,13461900236,94.23,352114,109.7,96.21,100,100,-9.86,4.08,-4229093311,47.73,93.6,0.55,10,100,113000,35.35,28.29,36.19,10357251630,36.5,3,NA,75.68,3.07,65.44,26.8,0,0,70.96,90.85,79.58,1,79.12,NA,1469,4580.38,98.96,0.92,95.46,96.95,1.49000000000001,1.097,80.42,4.57687358683298,12.7717131057694,0,3.62434093297637,3.59319420397953,1,"Very High","Above Average",105.54237,3877.895,96.21,70.42572,"Low_Gap","Adequately_Penetrated",4,"High_Access_Low_Poverty",1.48782508706514,-0.299893708703597,1.23057438114697,-0.620974165658279,-1.14430212522829,-0.15123112744127
"Iceland",2013,8.67,2.93,16125060515,16010321394,92.29,356264,109.95,96.55,100,100,1,4.09,54508979.1,47.64,93.63,0.98,10,100,117000,36.27,28.45,36.1,12660499215,36.5,2.7,NA,78.01,14.14,69.71,25.4,0,0,72.18,90.65,78.37,1.02,83.95,NA,1788,5522.54,99.22,0.89,95.55,97.53,1.98,1.0995,80.9233333333333,4.58036506706912,12.7834301149418,0,3.62434093297637,3.61818871349117,1,"Very High","Above Average",106.156725,3987.8865,96.55,72.0263,"Low_Gap","Adequately_Penetrated",4,"High_Access_Low_Poverty",1.50211346877982,-0.289894668761764,1.30350964944058,-0.620974165658279,-1.33212617624177,-0.15123112744127
"Iceland",2014,8.2,4.29,17867662178,17641035407,93.63,370047,112.94,98.16,100,100,2.11,3.76,-745420864.8,47.32,93.67,1.15,10,100,120000,36.53,24.89,38.67,14132668943,39.06,2.4,NA,78.19,2.6,70.53,27.8,0,0,72.77,91.01,80.4,1.01,98.98,NA,2153,6576.33,98.69,0.95,98.04,98.27,0.22999999999999,1.1294,82.5433333333333,4.59673470716699,12.821388005936,0,3.69037833023767,3.62514061314693,1,"Very High","Above Average",110.861904,4125.6982,98.16,70.87152,"Low_Gap","Adequately_Penetrated",4,"High_Access_Low_Poverty",1.56977315866405,-0.170306151057435,1.32412179048008,-0.620974165658279,-1.01014208879009,0.0220054573903609
"Iceland",2015,7.48,6.54,17517210519,17486094485,92.51,383919,115.97,98.2,100,100,5.32,3.53,-695187948.3,47.4,93.7,1.08,10,100,124000,37.6,23.34,37.94,13982660975,38.29,2.2,17486094485,80.18,7.49,73.11,26.8,0,0,73.4,91.71,75.64,1,99.05,NA,2518,7611.5,99.1,0.9,NA,NA,NA,1.1597,83.9233333333333,4.59713801429083,12.8581894765321,0,3.67097003357037,3.65325227647079,1,"Very High","Above Average",113.88254,4360.472,98.2,71.8824,"Unknown","Adequately_Penetrated",4,"High_Access_Low_Poverty",1.57145414474813,-0.0491177869624126,1.40894867860417,-0.620974165658279,-1.14430212522829,-0.0301008591410282
"Iceland",2016,6.71,-5.13,20793168031,21200175323,93.36,401613,119.64,98.24,100,100,8.12,3.97,-743724078.2,46.76,93.74,1.43,10,100,128000,38.15,18.55,36.2,16743162412,36.51,2,NA,83.02,6.14,77.62,27.2,0,0,74.48,91.75,74.7,1,99.54,NA,11963,35663.71,99.53,0.82,NA,NA,NA,1.1964,85.3433333333333,4.5975411588236,12.9032467073098,0,3.6246075640938,3.66740042243681,1,"Very High","Above Average",117.534336,4564.266,98.24,71.51872,"Unknown","Adequately_Penetrated",4,"High_Access_Low_Poverty",1.57313513083222,0.0976681193837036,1.45255128464927,-0.620974165658279,-1.09063811065301,-0.150554422031771
"Iceland",2017,6.05,-28.31,24728285177,24848957647,95.51,401231,116.76,98.26,100,100,6.55,3.97,-163299306,46.39,93.77,2.39,10,100,135000,39.19,15.48,32.68,19998555597,33.01,1.8,NA,82.27,2.71,75.8,26.1,0,0,71.59,91.33,71.34,1,99.68,NA,19793,57638.32,98.94,0.69,98.4,98.12,-0.280000000000001,1.1676,84.7366666666667,4.59774267015929,12.902295092607,0,3.5266545990191,3.69361820846111,1,"Very High","Above Average",114.728376,4575.8244,98.26,72.61414,"Female_Higher","Adequately_Penetrated",4,"High_Access_Low_Poverty",1.57397562387426,-0.0175208207462184,1.53499984880727,-0.620974165658279,-1.23821415073503,-0.387401315356266
"Iceland",2018,5.7,-2.37,26260850582,26701147668,96.54,411361,116.55,99.01,100,100,3.35,3.97,470995915.5,46.01,93.81,2.72,10,100,138000,39.11,13.32,33.14,20608359023,33.48,1.7,NA,80.3,-2.32,75.42,NA,NA,NA,70.77,90.21,69.34,0.99,99.26,NA,22843,64762.23,99.12,1.08,99.41,98.64,-0.769999999999996,1.1655,84.89,4.60527018098843,12.9272288844093,NA,3.54037944579549,3.69162567978196,NA,"Very High","Above Average",115.396155,4558.2705,NA,NA,"Female_Higher","Adequately_Penetrated",4,"Medium_Balance",1.60549411295076,-0.0259200142973589,1.52865765156434,NA,NA,-0.355596161109834
"Iceland",2019,5.54,-2.25,24681343649,25374511608,95.44,413446,114.6,99.5,100,100,8.37,3.44,702942464.6,45.83,93.86,2.24,10,100,139000,38.6,18.34,34.61,20726782364,34.98,1.9,NA,78.55,6.35,71.69,NA,NA,NA,68.86,90.17,70.61,0.99,99.29,NA,25566,70905.78,99.39,0.93,99.54,99.48,-0.0600000000000023,1.146,84.2333333333333,4.61015772749913,12.9322846111075,NA,3.58296322852239,3.67882911826043,NA,"Very High","Above Average",114.027,4423.56,NA,NA,"Female_Higher","Adequately_Penetrated",4,"Medium_Balance",1.62608619248075,-0.10391252584366,1.48822614414071,NA,NA,-0.25409034968505
"India",2008,48.31,3.62,1.2e+12,1.19e+12,105.64,347000000,28.75,4.38,74.1,93.6,25.97,1.08,-24149749830,26.05,30.25,2.55,NA,65.7,5280000,0.44,71.15,48.25,1.03e+12,48.72,NA,1.31e+12,NA,1.3,NA,NA,NA,NA,NA,NA,15.81,0.97,NA,1.2083e+10,NA,NA,98.26,NA,NA,NA,NA,0.2875,11.19,1.68268837417369,19.664835340793,NA,3.90640726664251,0.364643113587909,NA,"Low","Below Average",1.25925,12.65,NA,NA,"Unknown","Under_Penetrated",1,"Medium_Balance",-2.37129871546236,-3.53758284186929,-1.53700194073353,NA,NA,0.675702882965966
"India",2009,41.49,2.65,1.34e+12,1.33e+12,106.68,525000000,42.91,5.12,75,96.1,25.27,1.1,-19485789183,25.8,30.59,2.51,8,65.7,7750000,0.63,70.27,51.35,1.17e+12,52.02,NA,1.41e+12,NA,8.34,NA,34.9,33.5,7.6,NA,NA,16.82,0.99,NA,NA,NA,NA,99.3,NA,NA,NA,NA,0.4291,16.22,1.81156209652423,20.0789088224607,2.15176220325946,3.97066920086088,0.488580014818671,4,"Low","Below Average",2.196992,27.0333,4.73088,3.33312,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-2.34020047290688,-2.97123721956384,-1.52193922228159,6.48882439653597,-0.0576058300788741,0.89901566810049
"India",2010,39.22,1.64,1.68e+12,1.66e+12,105.52,752000000,60.63,7.5,76.3,94,26.38,1.11,-11428785746,25.56,30.93,2.49,8,68.4,11000000,0.88,69.65,57.82,1.45e+12,47.43,NA,1.52e+12,36.74,8.3,33.22,NA,NA,NA,55.31,63.09,18.7,0.99,38.65,NA,2061,1.66,NA,NA,NA,NA,NA,0.6063,23.0033333333333,2.14006616349627,20.4382468832439,NA,3.88011945641514,0.631271776841858,NA,"Low","Below Average",4.54725,53.3544,NA,NA,"Unknown","Under_Penetrated",1,"Medium_Balance",-2.24018180090409,-2.26250526848668,-1.50211985589745,NA,NA,0.588407885140652
"India",2011,36.94,2,1.82e+12,1.81e+12,106.88,894000000,71.08,10.07,79.5,95.4,24.85,1.25,-23890659988,25.1,31.28,2.47,8,72.3,13400000,1.06,67.93,49.51,1.57e+12,43.04,NA,1.6e+12,NA,3.33,NA,35.4,22.9,4.7,NA,NA,23.83,1,37.57,NA,2842,2.26,95.89,NA,NA,NA,NA,0.7108,27.4033333333333,2.40423874672055,20.6112163342564,1.7404661748405,3.78509831185448,0.72270598280149,4,"Low","Below Average",7.157756,75.3448,9.59671,6.50522,"Unknown","Under_Penetrated",1,"Low_Access_High_Poverty",-2.13217844500193,-1.84454539891804,-1.48784991210088,3.77587494517237,0.00947418814022587,0.291334210370786
