"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications_Imports","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini_Index","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty_Gap","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile_Cellular_Subscriptions","Log_Internet_Usage","Log_Access_Electricity","Log_Gini_Index","Log_Poverty_Rate","Log_Mobile_Cellular_Subscriptions","Log_Poverty_Gap","Log_Communications_Imports","Scaled_Internet_Usage","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Scaled_Mobile_Cellular_Subscriptions","Scaled_Poverty_Gap","Scaled_Communications_Imports","Access_Electricity_x_Gini","Poverty_Gap_x_Electricity","Communications_x_Internet","Internet_x_Electricity","Mobile_Cellular_x_Gini","Poverty_Quartile"
99.1,98.7,99.7,34.33,2.75,33.71,36.2198132780083,34,11,29.38,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,530449,141.66,3.55534806148941,4.60616968632117,3.6168412344903,1.90905665524534,4.96046417684989,1.08751957056636,3.56473246137105,-0.343717151263294,0.604972978137112,1.558227305166e-13,-1.75741141726725e-14,1.04070487872917,-1.39105197240841e-14,-0.139122110017016,3589.38349585062,194.920358606558,1167.22,3369.4,5130.89874896266,3
99.2,98.9,99.8,38.11,2.63,37.75,36.2198132780083,38.93,30,77.41,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,560547,144.64,3.68712792107513,4.60716818865076,3.6168412344903,1.90905665524534,4.98113782330723,1.08751957056636,3.66637818876742,-0.169760926538559,0.608613122835525,1.558227305166e-13,-1.75741141726725e-14,1.11223366797467,-1.39105197240841e-14,0.110919224089516,3593.00547717842,195.117049180328,1483.6223,3861.856,5238.83379253112,3
99.4,99,99.9,40.61,2.39,40.19,36.2198132780083,44.1,33,82.35,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,625161,156.01,3.80888224650863,4.60916220725763,3.6168412344903,1.90905665524534,5.05630949758743,1.08751957056636,3.72834052299485,0.0126637553735863,0.615893412232349,1.558227305166e-13,-1.75741141726725e-14,1.38514720278047,-1.39105197240841e-14,0.276290476805476,3600.24943983403,195.510430327869,1790.901,4383.54,5650.65306950207,3
100,100,100,42.65,2.71,42.27,36.2198132780083,49.28,41,98.38,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,665818,159.77,3.91760738372205,4.61512051684126,3.6168412344903,1.90905665524534,5.07997477217487,1.08751957056636,3.77620328228561,0.195441289668541,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,1.47539829256673,-1.39105197240841e-14,0.4112334190217,3621.98132780083,196.690573770492,2101.792,4928,5786.83956742739,3
99.8,99.6,100,41.84,3,41.32,36.2198132780083,54.46,53,121.68,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,739790,169.84,4.01566204018763,4.61313835563727,3.6168412344903,1.90905665524534,5.14072744597327,1.08751957056636,3.75747224557955,0.378218823963495,0.630453991025996,1.558227305166e-13,-1.75741141726725e-14,1.71710799313792,-1.39105197240841e-14,0.357653133141729,3614.73736514523,196.297192622951,2278.6064,5435.108,6151.57308713693,3
100,100,100,48.11,3.64,47.66,31.3,59.5,101,222.34,0,0,63.99525,67.5129845422117,812128,178.78,4.1026433650368,4.61512051684126,3.47506723022861,0,5.19173388114525,0,3.89406268005115,0.556056424899126,0.63773428042282,-1.06823758216076,-0.758057421844736,1.93169436087441,-0.648534489607019,0.772404234953358,3130,0,2862.545,5950,5595.814,1
99.8,99.9,99.7,44.62,2.42,44.16,36.2198132780083,65,209,442.38,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,900120,190.52,4.18965474202643,4.61313835563727,3.6168412344903,1.90905665524534,5.25499224180966,1.08751957056636,3.82034621685624,0.750125235443962,0.630453991025996,1.558227305166e-13,-1.75741141726725e-14,2.21348898696237,-1.39105197240841e-14,0.541545966161877,3614.73736514523,196.297192622951,2900.3,6487,6900.59882572614,3
100,100,100,39.35,1.97,38.89,36.2198132780083,70.9,270,551.29,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,857934,175.18,4.275276264727,4.61512051684126,3.6168412344903,1.90905665524534,5.17150619968165,1.08751957056636,3.69759139471596,0.958308141301149,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,1.84528374299395,-1.39105197240841e-14,0.192943365436632,3621.98132780083,196.690573770492,2789.915,7090,6344.9868900415,3
100,100,100,40,1.94,39.5,29.3,77.47,385,763.12,0,0,63.99525,67.5129845422117,828042,164.13,4.36271638613938,4.61512051684126,3.41114771251532,0,5.1067330424749,0,3.71357206670431,1.19013215680653,0.63773428042282,-1.502496982588,-0.758057421844736,1.58005115199974,-0.648534489607019,0.235939891142782,2930,0,3098.8,7747,4809.009,1
23.4,5.5,57.6,18.24,30.11,18.05,36.2198132780083,1.57,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3440000,23.63,0.943905898907129,3.19458313229916,3.6168412344903,1.90905665524534,3.20396521213245,1.08751957056636,2.95699144523756,-1.48801742871221,-2.15061655856073,1.558227305166e-13,-1.75741141726725e-14,-1.79236324027952,-1.39105197240841e-14,-1.20345149249694,847.543630705394,46.0255942622951,28.6368,36.738,855.874187759336,3
24,5.7,57.9,26.5,35.12,25.4,33,1.8,82041.0339782916,3567.78490926012,48.2,14.7,63.99525,67.5129845422117,4460000,29.67,1.02961941718116,3.2188758248682,3.52636052461616,3.89589362349826,3.42328497812616,2.75366071235426,3.31418600467253,-1.4799018239076,-2.12877569037026,-0.699117091797611,5.60006675932155,-1.64738542583563,4.19839681699798,-0.657064873523404,792,352.8,47.7,43.2,979.11,4
27,77.8707367149758,74.4,24.51,38.27,22.99,36.2198132780083,2,7,0.45,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7440000,47.91,1.09861228866811,3.3322045101752,3.6168412344903,1.90905665524534,3.88998187455127,1.08751957056636,3.23907053215372,-1.47284477625143,-2.0195713494179,1.558227305166e-13,-1.75741141726725e-14,-1.20957162857461,-1.39105197240841e-14,-0.788700390685309,977.934958506224,53.1064549180328,49.02,54,1735.29125414938,3
28.8,1.4,75.9,23.41,40.12,22.47,36.2198132780083,2.2,7,0.44,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,10800000,67.47,1.16315080980568,3.39450839351136,3.6168412344903,1.90905665524534,4.22639569313297,1.08751957056636,3.19499288440487,-1.46578772859525,-1.95404874484649,1.558227305166e-13,-1.75741141726725e-14,-0.740073938090748,-1.39105197240841e-14,-0.861463741880332,1043.13062240664,56.6468852459017,51.502,63.36,2443.75080186722,3
25.6,77.8707367149758,76,23.72,48.35,23.31,36.2198132780083,2.8,14,0.85,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,14600000,88.48,1.33500106673234,3.28091121578765,3.6168412344903,1.90905665524534,4.49401513662193,1.08751957056636,3.20761263258949,-1.44461658562673,-2.07053337519567,1.558227305166e-13,-1.75741141726725e-14,-0.235771970960589,-1.39105197240841e-14,-0.840957706543553,927.227219917013,50.352786885246,66.416,71.68,3204.72907883817,3
32.4,3.4,78.9,58.22,49.28,25.79,36.2198132780083,3.5,16,0.94,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,19700000,116.15,1.50407739677627,3.50855589998265,3.6168412344903,1.90905665524534,4.7634551649538,1.08751957056636,4.08125932267345,-1.41991691883011,-1.82300353570366,1.558227305166e-13,-1.75741141726725e-14,0.42838963924843,-1.39105197240841e-14,1.4411655809367,1173.52195020747,63.7277459016394,203.77,113.4,4206.93131224066,3
34.2,4.5,80.3,59.35,45.02,24.64,36.2198132780083,7,25,1.42,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,23500000,133.92,2.07944154167984,3.56104608260405,3.6168412344903,1.90905665524534,4.90468201019345,1.08751957056636,4.10016094754354,-1.29641858484703,-1.75748093113224,1.558227305166e-13,-1.75741141726725e-14,0.85492205028617,-1.39105197240841e-14,1.51591338716432,1238.71761410788,67.2681762295083,415.45,239.4,4850.55739419087,3
37.6,7.3,83.1,57.29,48.46,25.64,36.2198132780083,10.33,39,2.15,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,22700000,125.32,2.42745407503992,3.65325227647079,3.6168412344903,1.90905665524534,4.83881836994739,1.08751957056636,4.06543055205746,-1.1789187413717,-1.63371601138623,1.558227305166e-13,-1.75741141726725e-14,0.648496685349503,-1.39105197240841e-14,1.37964747492636,1361.86497925311,73.955655737705,591.8057,388.408,4539.067,3
38.8,8.4,83,58.79,45.18,26.19,36.2198132780083,14,57,3.05,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,20200000,108.12,2.70805020110221,3.68386691229039,3.6168412344903,1.90905665524534,4.69244819409515,1.08751957056636,4.09083842289281,-1.04942191688088,-1.59003427500529,1.558227305166e-13,-1.75741141726725e-14,0.23564595547617,-1.39105197240841e-14,1.47887022655594,1405.32875518672,76.3159426229509,823.06,543.2,3916.08621161826,3
34.8,77.8707367149758,85,52.44,47.2,28.11,36.2198132780083,18.9,142,7.35,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2.2e+07,114.1,2.99071973173045,3.57794789340665,3.6168412344903,1.90905665524534,4.74580131572784,1.08751957056636,3.97855952922839,-0.87652424930457,-1.73564006294177,1.558227305166e-13,-1.75741141726725e-14,0.379183592955387,-1.39105197240841e-14,1.0588272446574,1260.44950207469,68.4483196721312,991.116,657.72,4132.68069502075,3
50.9,25.4,85.6,50.37,46.23,24.79,36,21.4,201,10.08,15.2,3,63.99525,67.5129845422117,2.2e+07,110.14,3.10906095886099,3.94931879017184,3.61091791264422,2.78501124223834,4.71079066785178,1.38629436111989,3.93905434447918,-0.788311153602372,-1.14957676649745,-0.0477279911567595,1.24699418715376,0.284131913286876,0.340635164802164,0.921899847408586,1832.4,152.7,1077.918,1089.26,3965.04,4
47.9,15.2,90.9,49.35,60.8,25.76,36.2198132780083,22.31,203,9.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,22900000,111.47,3.14888245304767,3.88977739648083,3.6168412344903,1.90905665524534,4.72268651941593,1.08751957056636,3.91899861916457,-0.756201586766772,-1.2587811074498,1.558227305166e-13,-1.75741141726725e-14,0.316055836003825,-1.39105197240841e-14,0.854428376300474,1734.9290560166,94.2147848360657,1100.9985,1068.649,4037.42258609959,3
100,100,100,54.63,44.75,54.5,29,50.08,82041.0339782916,3567.78490926012,0.1,0.1,47.11,52.99,385636,93.28,3.93339303116434,4.61512051684126,3.40119738166216,0.0953101798043249,4.54626907806793,0.0953101798043249,4.0187226240872,0.223669480293244,0.63773428042282,-1.56763589265208,-0.744866292838167,-0.120557813786636,-0.615562167793379,1.20369246203658,2900,10,2735.8704,5008,2705.12,1
100,100,100,62.69,49.19,62.6,30.2,58.86,82041.0339782916,3567.78490926012,0.4,0.2,56.67,61.02,422083,101.58,4.09200850242455,4.61512051684126,3.44041809481544,0.336472236621213,4.63064298196112,0.182321556793955,4.15402756438327,0.533473872399363,0.63773428042282,-1.30708025239574,-0.705292905818459,0.0786666663266587,-0.58258984597974,1.73684938079284,3020,20,3689.9334,5886,3067.716,1
100,100,100,56.39,51.19,56.29,29,63,686,1654.97,0.2,0.1,58.46,67.66,455579,108.79,4.15888308335967,4.61512051684126,3.40119738166216,0.182321556793955,4.69856945024664,0.0953101798043249,4.04987007212027,0.679554758882203,0.63773428042282,-1.56763589265208,-0.731675163831598,0.251727931581701,-0.615562167793379,1.32011382394862,2900,10,3552.57,6300,3154.91,1
100,100,100,53.5,39.69,53.39,29.1,68.02,849,2039.55,0.2,0.1,66.46,69.58,521748,123.18,4.23439631766986,4.61512051684126,3.40452517175483,0.182321556793955,4.82173212593675,0.0953101798043249,3.9982007016692,0.856686655052217,0.63773428042282,-1.54592292263072,-0.731675163831598,0.597130373609449,-0.615562167793379,1.12894465580897,2910,10,3639.07,6802,3584.538,1
100,100,100,55.35,49.9,55.25,29.4,68.2,1091,2597.45,0.1,0,66.32,70.77,532228,123.8,4.23700086262362,4.61512051684126,3.41444260841218,0.0953101798043249,4.82671245593533,0,4.03158224048579,0.863037997942775,0.63773428042282,-1.48078401256663,-0.744866292838167,0.612012202244418,-0.648534489607019,1.25131938281878,2940,0,3774.87,6820,3639.72,1
100,100,100,55.45,50.83,55.38,28.8,68.91,1108,2601.14,0,0,66.86,70.94,556652,127.23,4.24720870052389,4.61512051684126,3.39450839351136,0,4.85382552647102,0,4.03335529059567,0.8880905171222,0.63773428042282,-1.6110618326948,-0.758057421844736,0.694342318724973,-0.648534489607019,1.25793423292742,2880,0,3821.0595,6891,3664.224,1
100,100,100,55.64,54.03,55.58,29,73.11,1246,2867.28,0,0,71.64,74.55,546229,122.35,4.30555047596327,4.61512051684126,3.40119738166216,0,4.81502584297537,0,4.03671544938546,1.03628851790189,0.63773428042282,-1.56763589265208,-0.758057421844736,0.57720792559812,-0.648534489607019,1.27050244813383,2900,0,4067.8404,7311,3548.15,1
100,100,100,63.49,60.21,63.45,29.4,75.96,1570,3527.67,0.1,0.1,74.58,77.3,524161,114.8,4.34328580635745,4.61512051684126,3.41444260841218,0.0953101798043249,4.7518645651389,0.0953101798043249,4.16651017302229,1.1368514470024,0.63773428042282,-1.48078401256663,-0.744866292838167,0.395985657543255,-0.615562167793379,1.78976818166195,2940,10,4822.7004,7596,3375.12,1
100,100,100,62.65,58.59,62.61,29.1,78.08,1473,3234.83,0.1,0.1,78,78.15,585470,125.18,4.37045999830242,4.61512051684126,3.40452517175483,0.0953101798043249,4.83770945894266,0.0953101798043249,4.15339932500342,1.21165615215786,0.63773428042282,-1.54592292263072,-0.744866292838167,0.64513627243193,-0.615562167793379,1.73420344074938,2910,10,4891.712,7808,3642.738,1
100,100,100,63.21,57.83,63.17,29.2,81.01,6600,14102.59,0.2,0.1,79.51,82.44,604759,126.12,4.40684119104832,4.61512051684126,3.40784192438082,0.182321556793955,4.84513152222846,0.0953101798043249,4.16215896180596,1.31504190032084,0.63773428042282,-1.52420995260936,-0.731675163831598,0.667699044878496,-0.615562167793379,1.77124660135776,2920,10,5120.6421,8101,3682.704,1
100,100,100,63.48,56.7,63.44,28.7,81.66,6986,14415.12,0.1,0.1,81.71,81.61,615843,125.28,4.41473580908359,4.61512051684126,3.39114704580865,0.0953101798043249,4.83850166368979,0.0953101798043249,4.16635509819837,1.33797730520341,0.63773428042282,-1.63277480271617,-0.744866292838167,0.647536567373054,-0.615562167793379,1.78910669665108,2870,10,5183.7768,8166,3595.536,1
100,100,100,69.43,64.2,69.41,31,85.78,5464,10839.94,0.3,0.1,85.82,85.74,634386,125.96,4.4633761803702,4.61512051684126,3.46573590279973,0.262364264467491,4.84387207621815,0.0953101798043249,4.25461930875732,1.48335248692063,0.63773428042282,-1.13337649222485,-0.718484034825029,0.663858572972697,-0.615562167793379,2.18269027811507,3100,10,5955.7054,8578,3904.76,1
80.2,49.8,91.6,16.78,37.97,14.61,36.2198132780083,4.6,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,1.7227665977411,4.39691524716763,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,2.87807423008576,-1.38110315672114,-0.0830143698627451,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.30002830408306,2904.82902489627,157.745840163935,77.188,368.92,3560.50272223807,3
81.7,53.6,92,38.03,38.31,36.79,36.2198132780083,5.6,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,1.88706964903238,4.41521960202965,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.66433058119252,-1.34581791844026,-0.0284121993865659,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,0.105627344002605,2959.15874481328,160.696198770492,212.968,457.52,3560.50272223807,3
89.4,81.1,92.4,27.82,16.18,26.37,36.2198132780083,7,1,18.72,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2.07944154167984,4.50424426739813,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.36106959057138,-1.29641858484703,0.251878942391154,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-0.569748852089377,3238.05130705394,175.84137295082,194.74,625.8,3560.50272223807,3
89.9,82.6,92.5,27.2,12.52,25.92,36.2198132780083,10,3,56.63,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2.39789527279837,4.50976000118343,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.33932197794407,-1.1905628700044,0.270079665883214,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-0.610760922762936,3256.16121369295,176.824825819672,272,899,3560.50272223807,3
90.4,82.3,93.1,27.26,15.04,25.96,36.2198132780083,12.5,2,38.31,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2.60268968544438,4.5152454784601,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.34144737725638,-1.1023497743022,0.288280389375274,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-0.606792012697752,3274.27112033195,177.808278688525,340.75,1130,3560.50272223807,3
90.9,83.1,93.5,29.48,13.3,28.33,36.2198132780083,14,1,19.47,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2.70805020110221,4.52070102936164,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.41707073081845,-1.04942191688088,0.306481112867333,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-0.45994234028598,3292.38102697095,178.791731557377,412.72,1272.6,3560.50272223807,3
91.5,84.2,93.8,27.3,13.17,25.98,36.2198132780083,16.8,2,39.67,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,15500,30.74,2.87919845729804,4.52720864451838,3.6168412344903,1.90905665524534,3.45757771509826,1.08751957056636,3.34286180464919,-0.950623249694416,0.328321981057805,1.558227305166e-13,-1.75741141726725e-14,-1.6217022699656,-1.39105197240841e-14,-0.604146072654297,3314.11291493776,179.971875,458.64,1537.2,1113.39706016598,3
92.1,85.5,94.2,27.57,16.47,26.27,36.2198132780083,19.28,1,20.24,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,15500,31.37,3.00963517872298,4.53367418428302,3.6168412344903,1.90905665524534,3.47723206793815,1.08751957056636,3.35235721624268,-0.863115858757836,0.350162849248276,1.558227305166e-13,-1.75741141726725e-14,-1.60658041183652,-1.39105197240841e-14,-0.586285977360973,3335.84480290456,181.152018442623,531.5496,1775.688,1136.21554253112,3
92.7,86.9,94.5,32.61,19.3,30.46,36.2198132780083,29.79,3,62.07,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.42718996193641,4.54009818924438,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.51482364173701,-0.492268004425795,0.372003717438748,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-0.252897531885597,3357.57669087137,182.332161885246,971.4519,2761.533,3560.50272223807,3
93.8,90.5,94.8,5.83,3.18,0,36.2198132780083,38.7,6,127.15,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,16000,33.91,3.68135118769314,4.55176940926098,3.6168412344903,1.90905665524534,3.55277332111694,1.08751957056636,1.9213246735827,-0.177876531343161,0.412045309121279,1.558227305166e-13,-1.75741141726725e-14,-1.54561292033197,-1.39105197240841e-14,-2.02435439097897,3397.41848547718,184.495758196721,225.621,3630.06,1228.21386825726,3
95.3,95.8,95.1,7.26,43.76,0,36.2198132780083,43.7411033057851,8,173.95,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.8008926161465,4.56746831880408,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,2.11142458753289,-6.26791743501073e-15,0.466647479597459,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.92976203442544,3451.74820539419,187.446116803279,317.56041,4168.52714504132,3560.50272223807,3
96.8,100,95.4,35,47.97,28.99,35.5,43.7411033057851,20,447.15,0.9,0.2,63.99525,67.5129845422117,16000,35.77,3.8008926161465,4.58292457704077,3.59731226058845,0.641853886172395,3.60468229531318,0.182321556793955,3.58351893845611,-6.26791743501073e-15,0.521249650073638,-0.156292841263568,-0.639337260785614,-1.50096743442707,-0.58258984597974,-0.0948026142891389,3436.4,19.36,1530.93861570248,4234.1388,1269.835,1
30,4,62,36.4331785714286,30.4169443207127,34.0576347438753,35.7,1.87,82041.0339782916,3567.78490926012,11.9,3,63.99525,67.5129845422117,2090000,64.7,1.05431202977153,3.43398720448515,3.60277675506052,2.55722731136763,4.18509892549057,1.38629436111989,3.62255743873369,-1.47743185722794,-1.91036700846554,-0.112866901220844,0.811686929936981,-0.806562107959883,0.340635164802164,-1.17503342320873e-14,1071,90,68.1300439285715,56.1,2309.79,4
31.1,3.2,64.2,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,2.28,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2180000,65.68,1.18784342239605,3.46885603013597,3.6168412344903,1.90905665524534,4.19990505788259,1.08751957056636,3.62255743873369,-1.46296490953278,-1.87032541678301,1.558227305166e-13,-1.75741141726725e-14,-0.783039217536868,-1.39105197240841e-14,-1.17503342320873e-14,1126.43619294606,61.170768442623,83.0676471428572,70.908,2378.91733609959,3
34.2,2.1,71,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,4,6,1.75,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2780000,81.18,1.6094379124341,3.56104608260405,3.6168412344903,1.90905665524534,4.40891196345526,1.08751957056636,3.62255743873369,-1.40227429968967,-1.75748093113224,1.558227305166e-13,-1.75741141726725e-14,-0.410993501662643,-1.39105197240841e-14,-1.17503342320873e-14,1238.71761410788,67.2681762295083,145.732714285714,136.8,2940.32444190871,3
35.3,1.5,72.7,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,4.5,4,1.13,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3310000,94.06,1.70474809223843,3.5918177412708,3.6168412344903,1.90905665524534,4.55450827118586,1.08751957056636,3.62255743873369,-1.38463168054923,-1.71743933944971,1.558227305166e-13,-1.75741141726725e-14,-0.101835513245868,-1.39105197240841e-14,-1.17503342320873e-14,1278.55940871369,69.4317725409837,163.949303571429,158.85,3406.83563692946,3
36.4,0.8,74.4,58.89,53.21,56.82,36.2198132780083,5,1,0.28,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4030000,110.71,1.79175946922805,3.62167070442049,3.6168412344903,1.90905665524534,4.71590622758276,1.08751957056636,4.09250954627637,-1.36698906140879,-1.67739774776718,1.558227305166e-13,-1.75741141726725e-14,0.297813594451283,-1.39105197240841e-14,1.48548507666458,1318.4012033195,71.5953688524591,294.45,182,4009.8955280083,3
37.6,77.8707367149758,76,60.45,56.09,58,36.2198132780083,6.2,2,0.53,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3990000,106.55,1.97408102602201,3.65325227647079,3.6168412344903,1.90905665524534,4.67795585571374,1.08751957056636,4.11822383601204,-1.32464677547174,-1.63371601138623,1.558227305166e-13,-1.75741141726725e-14,0.197961324900523,-1.39105197240841e-14,1.58867673835934,1361.86497925311,73.955655737705,374.79,233.12,3859.22110477178,3
38.8,77.8707367149758,76.9,56.09,70.88,53.42,32.6,11.8,1,0.26,6.5,1.6,63.99525,67.5129845422117,3750000,97.66,2.54944517092557,3.68386691229039,3.51452606696916,2.01490302054226,4.59167959580559,0.955511445027436,4.04462896997617,-1.12704944109881,-1.59003427500529,-0.785968971883058,0.0993659635822526,-0.0154248953654033,-0.120977340588788,1.3002692736227,1264.88,62.08,661.862,457.84,3183.716,4
39.5,77.8707367149758,79,55.62,69.11,52.52,36.2198132780083,17.6,14,3.55,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3640000,92.35,2.92316158071916,3.70130197411249,3.6168412344903,1.90905665524534,4.53635586998773,1.08751957056636,4.03636227968375,-0.922395059069713,-1.56455326211641,1.558227305166e-13,-1.75741141726725e-14,-0.142880556739089,-1.39105197240841e-14,1.2691794781121,1430.68262448133,77.6927766393443,978.912,695.2,3344.89975622407,3
41.2,77.8707367149758,80.5,60.28,70.37,57.1,36.2198132780083,24.1,14,3.46,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3610000,89.2,3.22286784613774,3.74242022104197,3.6168412344903,1.90905665524534,4.50202942706858,1.08751957056636,4.11545352543234,-0.693041010243998,-1.5026708022434,1.558227305166e-13,-1.75741141726725e-14,-0.218489847384496,-1.39105197240841e-14,1.57743149317465,1492.25630705394,81.0365163934427,1452.748,992.92,3230.80734439834,3
42.9,77.8707367149758,82,63.46,39.34,61.25,36.2198132780083,24.2,18,4.33,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4070000,97.94,3.22684399451738,3.78191432008113,3.6168412344903,1.90905665524534,4.59451360579956,1.08751957056636,4.16604487638729,-0.68951248641591,-1.4407883423704,1.558227305166e-13,-1.75741141726725e-14,-0.00870406953025599,-1.39105197240841e-14,1.78778372662935,1553.82998962656,84.3802561475411,1535.732,1038.18,3547.36851244813,3
43.6,77.8707367149758,83.6,59.33,49.87,56.62,36.2198132780083,35.1,24,5.62,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4570000,106.93,3.58629286533884,3.79773385902602,3.6168412344903,1.90905665524534,4.68148286883726,1.08751957056636,4.09982949245267,-0.304903389154327,-1.41530732948152,1.558227305166e-13,-1.75741141726725e-14,0.207082445676795,-1.39105197240841e-14,1.51459041714259,1579.18385892116,85.7570901639345,2082.483,1530.36,3872.98463381743,3
44.9,77.8707367149758,85.5,55.96,32.16,52.85,32,42.32,33,7.53,5.4,1.4,63.99525,67.5129845422117,4710000,107.46,3.76861442213279,3.8264651170665,3.49650756146648,1.85629799036563,4.68638144141291,0.8754687373539,4.04234926710372,-0.0501439687663788,-1.36798544840216,-0.916246792011228,-0.0457364554900069,0.219804008864752,-0.186921984216067,1.29166996848147,1436.8,62.86,2368.2272,1900.168,3438.72,2
99,98.6,99.5,37.2,22.28,36.85,36.2198132780083,21.81,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,20.19,23.48,1030000,81,3.1271990362963,4.60517018598809,3.6168412344903,1.90905665524534,4.40671924726425,1.08751957056636,3.64283551561253,-0.773844205907211,0.601332833438701,1.558227305166e-13,-1.75741141726725e-14,-0.415314032556667,-1.39105197240841e-14,0.0507240881009065,3585.76151452282,194.723668032787,811.332,2159.19,2933.80487551867,3
99,98.7,99.5,40.57,29.94,39.76,36.2198132780083,22.51,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1090000,84.91,3.15742586255198,4.60517018598809,3.6168412344903,1.90905665524534,4.45330023664996,1.08751957056636,3.72737875326455,-0.749144539110596,0.601332833438701,1.558227305166e-13,-1.75741141726725e-14,-0.321462500358717,-1.39105197240841e-14,0.273644536762021,3585.76151452282,194.723668032787,913.2307,2228.49,3075.42434543568,3
