"Access_Electricity","Access.to.electricity..rural....of.rural.population.","Access.to.electricity..urban....of.urban.population.","Communications_Imports","Computer..communications.and.other.services....of.commercial.service.exports.","Computer..communications.and.other.services....of.commercial.service.imports.","Gini_Index","Internet_Usage","Secure.Internet.servers","Secure.Internet.servers..per.1.million.people.","Poverty_Rate","Poverty_Gap","Individuals.using.the.Internet..female....of.female.population.","Individuals.using.the.Internet..male....of.male.population.","Mobile.cellular.subscriptions","Mobile_Cellular_Subscriptions","Log_Internet_Usage","Log_Access_Electricity","Log_Gini_Index","Log_Poverty_Rate","Log_Mobile_Cellular_Subscriptions","Log_Poverty_Gap","Log_Communications_Imports","Scaled_Internet_Usage","Scaled_Access_Electricity","Scaled_Gini_Index","Scaled_Poverty_Rate","Scaled_Mobile_Cellular_Subscriptions","Scaled_Poverty_Gap","Scaled_Communications_Imports","Access_Electricity_x_Gini","Poverty_Gap_x_Electricity","Communications_x_Internet","Internet_x_Electricity","Mobile_Cellular_x_Gini","Poverty_Quartile","Log_Poverty_Rate_Squared","Mobile_Cellular_Subscriptions_Squared","Internet_Usage_Adjusted","Mobile_Cellular_Subscriptions_Centered","Mobile_Cellular_Subscriptions_Centered_Squared"
99.7,99.2,99.8,37.24,35.07,37.13,31.8,52,160,31.71,0,0,63.99525,67.5129845422117,3460000,68.52,3.95124371858143,4.61214579972452,3.4904285153901,0,4.24161448095714,0,3.6438820881832,0.291417137792532,0.626813846327584,-0.959672732053952,-0.758057421844736,-0.714870841208946,-0.648534489607019,0.0533700281443618,3170.46,0,1936.48,5184.4,2178.936,1,0,4694.9904,52,-29.7826250000002,887.004751890637
99.5,96.2,100,34.68,34.99,34.57,36.2198132780083,61.25,272,52.53,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3760000,72.52,4.11496384942484,4.61015772749913,3.6168412344903,1.90905665524534,4.29755747804743,1.08751957056636,3.57459030771181,0.617805591890665,0.61953355693076,1.558227305166e-13,-1.75741141726725e-14,-0.618859043563984,-1.39105197240841e-14,-0.115970134636782,3603.87142116183,195.70712090164,2124.15,6094.375,2626.66085892116,3,3.64449731293653,5259.1504,61.25,-25.7826250000002,664.743751890636
99.6,96.8,100,38.75,39.63,38.64,36.2198132780083,70.5,339,59.7,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3880000,68.41,4.25561270981822,4.61115225766564,3.6168412344903,1.90905665524534,4.24003094935149,1.08751957056636,3.68260984110034,0.944194045988798,0.623173701629172,1.558227305166e-13,-1.75741141726725e-14,-0.717511165644182,-1.39105197240841e-14,0.153254264784802,3607.49340248963,195.90381147541,2731.875,7021.8,2477.79742634855,3,3.64449731293653,4679.9281,70.5,-29.8926250000002,893.569029390637
99.7,97.3,100,33.89,33.26,33.7,36.2198132780083,73,454,72.36,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4390000,69.92,4.29045944114839,4.61214579972452,3.6168412344903,1.90905665524534,4.26155248120601,1.08751957056636,3.55220025519868,1.032407141691,0.626813846327584,1.558227305166e-13,-1.75741141726725e-14,-0.681266712033209,-1.39105197240841e-14,-0.168227450495025,3611.11538381743,196.100502049181,2473.97,7278.1,2532.48934439834,3,3.64449731293653,4888.8064,73,-28.3826250000002,805.573401890637
99.7,97.8,100,32.07,30.95,30.87,36.2198132780083,74,547,85.48,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4660000,72.79,4.30406509320417,4.61214579972452,3.6168412344903,1.90905665524534,4.30122322107028,1.08751957056636,3.4986265269937,1.06769237997187,0.626813846327584,1.558227305166e-13,-1.75741141726725e-14,-0.612378247222949,-1.39105197240841e-14,-0.288617722472245,3611.11538381743,196.100502049181,2373.18,7377.8,2636.44020850622,3,3.64449731293653,5298.3841,74,-25.5126250000002,650.894034390635
99.8,98.3,100,29.58,27.31,28.9,36.2198132780083,76.11,592,94.59,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4280000,68.34,4.3321796622793,4.61313835563727,3.6168412344903,1.90905665524534,4.23902194025688,1.08751957056636,3.42034620050092,1.14214423274453,0.630453991025996,1.558227305166e-13,-1.75741141726725e-14,-0.719191372102969,-1.39105197240841e-14,-0.453327490177341,3614.73736514523,196.297192622951,2251.3338,7595.778,2475.26203941909,3,3.64449731293653,4670.3556,76.11,-29.9626250000002,897.758896890637
99.9,98.7,100,24.71,25.83,24.54,36.2198132780083,78.18,813,133.08,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4400000,72.01,4.35901386036481,4.61412992735956,3.6168412344903,1.90905665524534,4.29059641806799,1.08751957056636,3.2468800212778,1.21518467598595,0.634094135724408,1.558227305166e-13,-1.75741141726725e-14,-0.631100547763717,-1.39105197240841e-14,-0.775470690468032,3618.35934647303,196.493883196722,1931.8278,7810.182,2608.18875414938,3,3.64449731293653,5185.4401,78.18,-26.2926250000002,691.302129390636
99.7,97.4,100,26.25,25.92,25.81,36.2198132780083,80.9,1195,200.81,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4420000,74.35,4.39321382406445,4.61214579972452,3.6168412344903,1.90905665524534,4.3221439250725,1.08751957056636,3.30505352110925,1.31116052410994,0.626813846327584,1.558227305166e-13,-1.75741141726725e-14,-0.574933646141415,-1.39105197240841e-14,-0.673601998795,3611.11538381743,196.100502049181,2123.625,8065.73,2692.94311721992,3,3.64449731293653,5527.9225,80.9,-23.9526250000002,573.728244390635
100,99.6,100,22.15,23.6,21.98,36.2198132780083,84.3,1415,244.73,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,4240000,73.3,4.43438186500781,4.61512051684126,3.6168412344903,1.90905665524534,4.30811095172371,1.08751957056636,3.14199478053224,1.43113033426493,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.600136743023217,-1.39105197240841e-14,-0.944810853249176,3621.98132780083,196.690573770492,1867.245,8430,2654.91231327801,3,3.64449731293653,5372.89,84.3,-25.0026250000002,625.131256890635
16,8.6,39.9,23.79,28.71,18.8,36.2198132780083,3.58,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,593216,29.73,1.27536280041261,2.83321334405622,3.6168412344903,1.90905665524534,3.42523937614239,1.08751957056636,3.2104403460471,-1.41709409976764,-2.41998726624321,1.558227305166e-13,-1.75741141726725e-14,-1.64594524887096,-1.39105197240841e-14,-0.836327311467506,579.517012448133,31.4704918032787,85.1682,57.28,1076.81504875519,3,3.64449731293653,883.8729,3.58,-68.5726250000002,4702.20489939065
17,8.6,43.2,30.78,10.67,24.96,36.2198132780083,3.72,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,661000,32.9,1.31372366828506,2.89037175789616,3.6168412344903,1.90905665524534,3.5234150143864,1.08751957056636,3.45883716110857,-1.41215416640832,-2.3835858192591,1.558227305166e-13,-1.75741141726725e-14,-1.56985589923732,-1.39105197240841e-14,-0.37394928887368,615.736825726141,33.4373975409836,114.5016,63.24,1191.63185684647,3,3.64449731293653,1082.41,3.72,-65.4026250000002,4277.50335689065
17,4.4,55.2,21.19,34.88,14.05,36.2198132780083,3.86,1,0.49,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,987448,48.82,1.35066718347674,2.89037175789616,3.6168412344903,1.90905665524534,3.90841650983403,1.08751957056636,3.0996417369445,-1.40721423304899,-2.3835858192591,1.558227305166e-13,-1.75741141726725e-14,-1.18772894461038,-1.39105197240841e-14,-1.0083134142921,615.736825726141,33.4373975409836,81.7934,65.62,1768.25128423237,3,3.64449731293653,2383.3924,3.86,-49.4826250000002,2448.53017689065
22.5,10.8,57.2,22.3,26.11,17.9,36.2198132780083,7,2,0.98,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1230000,60.48,1.94591014905531,3.15700042115011,3.6168412344903,1.90905665524534,4.1187119186704,1.08751957056636,3.14845336057165,-1.29641858484703,-2.18337786084644,1.558227305166e-13,-1.75741141726725e-14,-0.907854554475318,-1.39105197240841e-14,-0.934888578086218,814.945798755187,44.2553790983607,156.1,157.5,2190.57430705394,3,3.64449731293653,3657.8304,7,-37.8226250000002,1430.55096189064
20.6,7.2,59.1,25.91,26.99,20.51,36.2198132780083,10,2,0.97,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1540000,75.18,2.30258509299405,3.07269331469012,3.6168412344903,1.90905665524534,4.33309896105046,1.08751957056636,3.29249796473881,-1.1905628700044,-2.25254061011627,1.558227305166e-13,-1.75741141726725e-14,-0.555011198130085,-1.39105197240841e-14,-0.696092489164371,746.128153526971,40.5182581967214,259.1,206,2723.00556224066,3,3.64449731293653,5652.0324,10,-23.1226250000002,534.655786890634
26.9,14.8,61,23.88,34.37,19.46,36.2198132780083,15,4,1.93,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1790000,86.32,2.70805020110221,3.32862668882732,3.6168412344903,1.90905665524534,4.46957953168174,1.08751957056636,3.21406426787098,-1.0141366786,-2.02321149411631,1.558227305166e-13,-1.75741141726725e-14,-0.287618341688868,-1.39105197240841e-14,-0.830373946369731,974.312977178423,52.9097643442623,358.2,403.5,3126.49428215768,3,3.64449731293653,7451.1424,15,-11.9826250000002,143.58330189063
27.8,15.6,61.5,25.07,31.71,20.13,36.2198132780083,22,4,1.91,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2140000,102.08,3.09104245335832,3.3603753871419,3.6168412344903,1.90905665524534,4.63550538578416,1.08751957056636,3.26078522794541,-0.767140010633844,-1.99045019183061,1.558227305166e-13,-1.75741141726725e-14,0.0906681410322789,-1.39105197240841e-14,-0.751657230076934,1006.91080912863,54.6799795081968,551.54,611.6,3697.31853941909,3,3.64449731293653,10420.3264,22,3.77737499999979,14.2685618906234
31.8,19.7,64.6,26.41,16.98,20.44,36.2198132780083,25,14,6.61,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2140000,101.02,3.2188758248682,3.4904285153901,3.6168412344903,1.90905665524534,4.62516887249478,1.08751957056636,3.31090791031469,-0.661284295791207,-1.84484440389413,1.558227305166e-13,-1.75741141726725e-14,0.0652250146563641,-1.39105197240841e-14,-0.663018238621179,1151.79006224066,62.5476024590165,660.25,795,3658.9255373444,3,3.64449731293653,10205.0404,25,2.71737499999979,7.38412689062386
35.1,23.3,66.4,15.36,13.62,12.9,36.2198132780083,32.45,18,8.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2280000,106.49,3.4797004431501,3.58629286533884,3.6168412344903,1.90905665524534,4.67739781998497,1.08751957056636,2.7948393311746,-0.398409270598656,-1.72471962884653,1.558227305166e-13,-1.75741141726725e-14,0.196521147935848,-1.39105197240841e-14,-1.39395917562572,1271.31544605809,69.0383913934427,498.432,1138.995,3857.0479159751,3,3.64449731293653,11340.1201,32.45,8.18737499999979,67.0331093906216
33.7,20.2,68.8,14.95,23.27,13.28,44.9,39,42,19.35,32.4,11.6,63.99525,67.5129845422117,2380000,109.68,3.66356164612965,3.54673968695281,3.8264651170665,3.50855589998265,4.70664315491873,2.53369681395743,2.76945882923085,-0.167290959858898,-1.7756816546243,1.88472634074443,3.51586837628364,0.273090556557705,3.17625484077515,-1.42108006107114,1513.13,390.92,583.05,1314.3,4924.632,4,12.3099645033031,12029.7024,39,11.3773749999998,129.44466189062
47,77.8707367149758,70.7,13.1,18.34,11.28,36.2198132780083,40.8,83,37.76,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1580000,71.98,3.70868208141012,3.87120101090789,3.6168412344903,1.90905665524534,4.2901854310083,1.08751957056636,2.64617479738412,-0.103777530953315,-1.29154240973551,1.558227305166e-13,-1.75741141726725e-14,-0.631820636246054,-1.39105197240841e-14,-1.54345478808095,1702.33122406639,92.4445696721312,534.48,1917.6,2607.10215975104,3,3.64449731293653,5181.1204,40.8,-26.3226250000002,692.880586890636
44.6,32.6,74.4,13.31,19.86,11.65,36.2198132780083,42.3,134,60.21,5.74672131147541,1.96690573770492,44.92,38.35,1680000,75.56,3.74478708605223,3.81990771652034,3.6168412344903,1.90905665524534,4.3380747471447,1.08751957056636,2.66095859356836,-0.0508496735319965,-1.3789058824974,1.558227305166e-13,-1.75741141726725e-14,-0.545890077353814,-1.39105197240841e-14,-1.52956360285281,1615.40367219917,87.7239959016394,563.013,1886.58,2736.76909128631,3,3.64449731293653,5709.3136,42.3,-22.7426250000002,517.226991890634
9.4,4.1,14.8,71.32,0,71,33.2,5.41,4,0.89,25.9,6.4,63.99525,67.5129845422117,3230000,71.36,1.68824909285839,2.34180580614733,3.53222564406856,3.29212628660779,4.2816536605271,2.00148000021012,4.28110071608392,-1.35252211371363,-2.6602368163384,-0.655691151754887,2.65844499085665,-0.646702464881023,1.4616941064659,2.30771094516833,312.08,60.16,385.8412,50.854,2369.152,4,10.838095486974,5092.2496,5.41,-26.9426250000002,725.905041890636
15.2,5.2,25.4,50.51,0,47.7,36.2198132780083,10,4,0.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,3650000,79.18,2.30258509299405,2.78501124223834,3.6168412344903,1.90905665524534,4.38427410721436,1.08751957056636,3.94177596357749,-1.1905628700044,-2.44910842383051,1.558227305166e-13,-1.75741141726725e-14,-0.458999400485124,-1.39105197240841e-14,0.93116063756068,550.541161825726,29.8969672131148,505.1,152,2867.8848153527,3,3.64449731293653,6269.4724,10,-19.1226250000002,365.674786890633
17.7,4.1,31.2,46.6,0,39.33,35.3,15.7,10,2.12,27.6,7.5,63.99525,67.5129845422117,3120000,66.23,2.75366071235426,2.92852352386054,3.5918177412708,3.35340671782581,4.20811957648095,2.14006616349627,3.86283276123737,-0.989437011803384,-2.35810480637021,-0.199718781306292,2.88269418396832,-0.769837595360686,1.82438964641594,0.672519998312918,624.81,132.75,731.62,277.89,2337.919,4,11.2453366151593,4386.4129,15.7,-32.0726250000002,1028.65327439064
24.2,7.4,40.5,46.06,0,41.71,36.2198132780083,16.3,9,1.88,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,2660000,55.46,2.79116510781272,3.22684399451738,3.6168412344903,1.90905665524534,4.03353242282534,1.08751957056636,3.85142338329922,-0.968265868834856,-2.12149540097343,1.558227305166e-13,-1.75741141726725e-14,-1.02834936051974,-1.39105197240841e-14,0.63679980772627,876.519481327801,47.5991188524591,750.778,394.46,2008.75084439834,3,3.64449731293653,3075.8116,16.3,-42.8426250000002,1835.49051689064
22.8,7.7,37.2,21.03,0,19.36,36.2198132780083,18.9,11,2.25,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,2.9391619220656,3.16968558067743,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,3.09240516081425,-0.87652424930457,-2.1724574267512,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.01889717446593,825.811742738589,44.8454508196722,397.467,430.92,3560.50272223807,3,3.64449731293653,9663.40608189063,18.9,-1.98951966012828e-13,3.95818847803695e-26
23.1,8.3,37,56.58,0,38.1,36.2198132780083,23.48,24,4.81,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1940000,38.85,3.1561489949599,3.18221184049661,3.6168412344903,1.90905665524534,3.68512240523622,1.08751957056636,4.05317528518403,-0.714917857978143,-2.16153699265597,1.558227305166e-13,-1.75741141726725e-14,-1.42703835024045,-1.39105197240841e-14,1.33268203915503,836.677686721992,45.4355225409837,1328.4984,542.388,1407.13974585062,3,3.64449731293653,1509.3225,23.48,-59.4526250000002,3534.61461939065
85.1,33.6,100,30.84,5.34,15.88,36.2198132780083,9,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7380000,118.48,2.19722457733622,4.45550941143368,3.6168412344903,1.90905665524534,4.78314899334791,1.08751957056636,3.46072336097618,-1.22584810828527,0.09535272035944,1.558227305166e-13,-1.75741141726725e-14,0.48431651137662,-1.39105197240841e-14,-0.369980378808497,3082.30610995851,167.383678278689,277.56,765.9,4291.32347717842,3,3.64449731293653,14037.5104,9,20.1773749999998,407.126461890617
80.3,9.3,100,19.9,25.37,1.16,36.2198132780083,14,7,1.13,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,1e+07,161.6,2.63905732961526,4.39814601655377,3.6168412344903,1.90905665524534,5.09129319711371,1.08751957056636,3.03974915897077,-1.04942191688088,-0.0793742251643334,1.558227305166e-13,-1.75741141726725e-14,1.5193236899893,-1.39105197240841e-14,-1.09364498069354,2908.45100622407,157.942530737705,278.6,1124.2,5853.12182572614,3,3.64449731293653,26114.56,14,63.2973749999998,4006.5576818906
75.5,77.8707367149758,100,10.23,17.17,0.24,36.2198132780083,17.76,36,5.9,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,8500000,139.35,2.87694873756402,4.33729074083249,3.6168412344903,1.90905665524534,4.94413930280789,1.08751957056636,2.41858876875035,-0.916749420944772,-0.254101170688107,1.558227305166e-13,-1.75741141726725e-14,0.985258065589205,-1.39105197240841e-14,-1.73330098619888,2734.59590248963,148.501383196721,181.6848,1340.88,5047.23098029046,3,3.64449731293653,19418.4225,17.76,41.0473749999998,1684.88699439061
73.8,77.8707367149758,100,6.29,3.52,0.46,36.2198132780083,43.7411033057851,40,6.46,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,9750000,157.41,3.77828823911397,4.31481788498043,3.6168412344903,1.90905665524534,5.06518660870076,1.08751957056636,1.98650354602057,-6.26791743501073e-15,-0.31598363056111,1.558227305166e-13,-1.75741141726725e-14,1.4187513319562,-1.39105197240841e-14,-1.99392608047923,2673.02221991701,145.157643442623,275.131539793388,3228.09342396694,5701.36080809129,3,3.64449731293653,24777.9081,43.7411033057851,59.1073749999998,3493.6817793906
72.2,77.8707367149758,100,18.24,19.88,0.85,36.2198132780083,43.7411033057851,926,147.4,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,7660000,121.93,3.77828823911397,4.29319542096727,3.6168412344903,1.90905665524534,4.81161508767925,1.08751957056636,2.95699144523756,-6.26791743501073e-15,-0.374225945735701,1.558227305166e-13,-1.75741141726725e-14,0.567126686845399,-1.39105197240841e-14,-1.20345149249694,2615.0705186722,142.010594262295,797.83772429752,3158.10765867768,4416.28183298755,3,3.64449731293653,14866.9249,43.7411033057851,23.6273749999998,558.252849390616
70.6,77.8707367149758,100,14.77,19.91,0.64,36.2198132780083,43.7411033057851,6174,967.98,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,6020000,94.38,3.77828823911397,4.2710950739666,3.6168412344903,1.90905665524534,4.55786891287008,1.08751957056636,2.75810940097495,-6.26791743501073e-15,-0.432468260910292,1.558227305166e-13,-1.75741141726725e-14,-0.0941545694342715,-1.39105197240841e-14,-1.43298679126669,2557.11881742739,138.863545081967,646.056095826446,3088.12189338843,3418.42597717842,3,3.64449731293653,8907.5844,43.7411033057851,-3.92262500000021,15.3869868906266
67,77.8707367149758,100,11.19,19.9,0.69,36.2198132780083,43.7411033057851,7345,1133.87,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,43065367.1419355,98.302625,3.77828823911397,4.21950770517611,3.6168412344903,1.90905665524534,4.59817200574704,1.08751957056636,2.50061594349318,-6.26791743501073e-15,-0.563513470053122,1.558227305166e-13,-1.75741141726725e-14,-4.77543397547271e-15,-1.39105197240841e-14,-1.66979842515595,2426.72748962656,131.78268442623,489.462945991735,2930.6539214876,3560.50272223807,3,3.64449731293653,9663.40608189063,43.7411033057851,-1.98951966012828e-13,3.95818847803695e-26
68.5,77.8707367149758,100,16.77,13.18,0.61,36.2198132780083,43.7411033057851,7119,1083.71,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,11400000,173.54,3.77828823911397,4.24132675257075,3.6168412344903,1.90905665524534,5.16215394173517,1.08751957056636,2.87751164216656,-6.26791743501073e-15,-0.508911299576943,1.558227305166e-13,-1.75741141726725e-14,1.80591890595951,-1.39105197240841e-14,-1.30068978909392,2481.05720954357,134.733043032787,733.538302438016,2996.26557644628,6285.58639626556,3,3.64449731293653,30116.1316,43.7411033057851,75.2373749999998,5660.66259689059
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,70,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,34000,96.05,4.24849524204936,4.61512051684126,3.6168412344903,1.90905665524534,4.57522630961502,1.08751957056636,3.62255743873369,0.926551426848358,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.0540696439175002,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2550.3225,7000,3478.9130653527,3,3.64449731293653,9225.6025,70,-2.25262500000021,5.07431939062594
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,75,82041.0339782916,3567.78490926012,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,35000,98.11,4.31748811353631,4.61512051684126,3.6168412344903,1.90905665524534,4.59623034441862,1.08751957056636,3.62255743873369,1.10297761825275,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,-0.0046235681303451,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2732.48839285714,7500,3553.52588070539,3,3.64449731293653,9625.5721,75,-0.192625000000206,0.0371043906250792
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,80,137,3813.39,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,35500,98.81,4.38202663467388,4.61512051684126,3.6168412344903,1.90905665524534,4.6032683786985,1.08751957056636,3.62255743873369,1.27940380965715,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.0121784964575232,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,2914.65428571429,8000,3578.87975,3,3.64449731293653,9763.4161,80,0.507374999999797,0.257429390624794
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,85,272,7516.1,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,36970,102.16,4.44265125649032,4.61512051684126,3.6168412344903,1.90905665524534,4.63628118101314,1.08751957056636,3.62255743873369,1.45583000106155,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.092588376985178,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3096.82017857143,8500,3700.21612448133,3,3.64449731293653,10436.6656,85,3.85737499999979,14.8793418906234
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,89.41,358,9806.88,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,36080,98.84,4.49323253274723,4.61512051684126,3.6168412344903,1.90905665524534,4.60356890462112,1.08751957056636,3.62255743873369,1.61143790188022,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.0128985849398604,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3257.49049607143,8941,3579.96634439834,3,3.64449731293653,9769.3456,89.41,0.537374999999798,0.288771890624783
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,93.8,429,11655.71,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,38427,104.4,4.54116485601218,4.61512051684126,3.6168412344903,1.90905665524534,4.65776263610726,1.08751957056636,3.62255743873369,1.76634009793328,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.146354983666357,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3417.43215,9380,3781.34850622407,3,3.64449731293653,10899.36,93.8,6.0973749999998,37.1779818906226
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,95.21,535,14422.04,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,40652,109.59,4.5560849782976,4.61512051684126,3.6168412344903,1.90905665524534,4.70582966908727,1.08751957056636,3.62255743873369,1.81609228390932,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.270930291110694,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3468.80293178572,9521,3969.32933713693,3,3.64449731293653,12009.9681,95.21,11.2873749999998,127.40483439062
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,96.64,579,15499.93,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,40950,109.62,4.5709927341865,4.61512051684126,3.6168412344903,1.90905665524534,4.70610090456653,1.08751957056636,3.62255743873369,1.86655017465098,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.271650379593031,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3520.90237714286,9664,3970.41593153527,3,3.64449731293653,12016.5444,96.64,11.3173749999998,128.08297689062
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,98.09,661,17575.58,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,44298,117.79,4.58588542457622,4.61512051684126,3.6168412344903,1.90905665524534,4.77735722830145,1.08751957056636,3.62255743873369,1.91771377015826,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.467754476282864,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3573.73048607143,9809,4266.3318060166,3,3.64449731293653,13874.4841,98.09,19.4873749999998,379.757784390617
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,99.55,904,23859.17,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,46402,122.47,4.60066003051021,4.61512051684126,3.6168412344903,1.90905665524534,4.81599821157965,1.08751957056636,3.62255743873369,1.96923021804834,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.580088279527469,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3626.92292678572,9955,4435.84053215768,3,3.64449731293653,14998.9009,99.55,24.1673749999998,584.062014390615
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,43.7411033057851,1333,34912.65,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,47272,123.81,3.77828823911397,4.61512051684126,3.6168412344903,1.90905665524534,4.82679258093036,1.08751957056636,3.62255743873369,-6.26791743501073e-15,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.612252231738531,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,1593.62742765097,4374.11033057851,4484.37508195021,3,3.64449731293653,15328.9161,43.7411033057851,25.5073749999998,650.626179390615
100,100,100,36.4331785714286,30.4169443207127,34.0576347438753,36.2198132780083,93.15,1826,47450.76,5.74672131147541,1.96690573770492,63.99525,67.5129845422117,47748,124.08,4.5342110970476,4.61512051684126,3.6168412344903,1.90905665524534,4.82895353258964,1.08751957056636,3.62255743873369,1.74340469305071,0.63773428042282,1.558227305166e-13,-1.75741141726725e-14,0.618733028079565,-1.39105197240841e-14,-1.17503342320873e-14,3621.98132780083,196.690573770492,3393.75058392857,9315,4494.15443153527,3,3.64449731293653,15395.8464,93.15,25.7773749999998,664.473061890614
99.4,99.7,99.3,16,16.42,13.58,35.7,55.22,82041.0339782916,3567.78490926012,1.4,0.8,54.06,56.53,5020000,155.77,4.01132520650201,4.60916220725763,3.60277675506052,0.8754687373539,5.05477976308044,0.587786664902119,2.83321334405622,0.405035605056963,0.615893412232349,-0.112866901220844,-0.573381615752769,1.37938649492177,-0.384755915097903,-1.35162413493044,3548.58,79.52,883.52,5488.868,5560.989,1,0.766445510084032,24264.2929,55.22,57.4673749999998,3302.4991893906
99.5,99.7,99.4,23.02,19.09,19.38,37.2,59.76,82041.0339782916,3567.78490926012,2.2,1.1,58.82,60.82,4960000,156,4.09033654082456,4.61015772749913,3.64283551561253,1.16315080980568,5.05624580534831,0.741937344729377,3.17888681665184,0.565230586852155,0.61953355693076,0.212827649099582,-0.467852583700217,1.38490717328636,-0.285838949656985,-0.887261657304021,3701.4,109.45,1375.6752,5946.12,5803.2,1,1.35291980635161,24336,59.76,57.6973749999998,3328.9870818906
